Gene_model,UniProt identifier (top hit and/or top hit with annotated GO),Description(s) of hit(s),E-value,Gene Ontology (GO) term,KEGG Orthology (KO) term,Pfam identifier,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,sig
SymbC1.scaffold457.2,sp|Q01484|ANK2_HUMAN,Ankyrin-2 OS=Homo sapiens GN=ANK2 PE=1 SV=4,0.000000653,GO:0007165;GO:0036371;GO:0005737;GO:0086066;GO:0045202;GO:0034613;GO:0002027;GO:0051279;GO:0030018;GO:0044325;GO:0086046;GO:0086015;GO:0005856;GO:0086005;GO:0043034;GO:0072661;GO:0036309;GO:0006874;GO:0030507;GO:0033292;GO:0005622;GO:0051928;GO:2001259;GO:0072659;GO:0005886;GO:0042383;GO:0010882;GO:1901018;GO:0086014;GO:0051597;GO:0060307;GO:0031430;GO:0019899;GO:0070972;GO:0010628;GO:0010881;GO:0055117;GO:0034394;GO:0098910;GO:0086091;GO:0016020;GO:0051117;GO:0005829;GO:0030315;GO:0030913;GO:0005515;GO:0098907;GO:0003283;GO:0086004;GO:0016323;GO:0043005;GO:0019901;GO:0043268;GO:0007399;GO:0005200;GO:0014704;GO:0031647;GO:0030054;GO:0045211;GO:1901021;GO:1901019;GO:0051924;GO:0030674;GO:0070296;GO:0031672;GO:0007010;GO:0086070;GO:0033365;GO:0006888;GO:0050821;GO:0016324;GO:0045121,K10380,NA,65.98024433,0.463876292,0.095127328,4.876372553,0.00000108,0.0000085,TRUE
SymbC1.scaffold457.3,tr|A0A1Q9D5E8|A0A1Q9D5E8_SYMMI,Uncharacterized protein OS=Symbiodinium microadriaticum GN=AK812_SmicGene28064 PE=4 SV=1,1.12E-54,NA,NA,NA,14.59401025,-0.861225029,0.198286817,-4.343329744,0.000014,0.000087,TRUE
SymbC1.scaffold457.8,tr|A0A1Q9EGH9|A0A1Q9EGH9_SYMMI;tr|D7G2L1|D7G2L1_ECTSI,description1:Uncharacterized protein OS=Symbiodinium microadriaticum GN=AK812_SmicGene10192 PE=4 SV=1//description2:Uncharacterized protein OS=Ectocarpus siliculosus GN=Esi_0048_0038 PE=4 SV=1,1.31E-41,GO:0003676;GO:0008168;GO:0032259,NA,NA,3.198628283,4.691794543,0.667454694,7.029382794,2.07E-12,4.1E-11,TRUE
SymbC1.scaffold457.9,tr|A0A1Q9EGH9|A0A1Q9EGH9_SYMMI;tr|D7G2L1|D7G2L1_ECTSI,description1:Uncharacterized protein OS=Symbiodinium microadriaticum GN=AK812_SmicGene10192 PE=4 SV=1//description2:Uncharacterized protein OS=Ectocarpus siliculosus GN=Esi_0048_0038 PE=4 SV=1,1.9E-35,GO:0003676;GO:0008168;GO:0032259,NA,NA,2.307960244,4.113067172,0.693142908,5.933938193,2.96E-09,3.68E-08,TRUE
SymbC1.scaffold4573.2,tr|A0A1Q9CR37|A0A1Q9CR37_SYMMI,Uncharacterized protein OS=Symbiodinium microadriaticum GN=AK812_SmicGene33677 PE=4 SV=1,1.5E-33,NA,NA,NA,12.56690764,1.205579965,0.22653091,5.321922585,0.000000103,0.000000977,TRUE
SymbC1.scaffold4575.2,tr|A0A1Q9DGW6|A0A1Q9DGW6_SYMMI;tr|A0A1Q9DCA6|A0A1Q9DCA6_SYMMI,description1:Ankyrin repeat domain-containing protein 17 OS=Symbiodinium microadriaticum GN=ANKRD17 PE=4 SV=1//description2:Uncharacterized protein OS=Symbiodinium microadriaticum GN=AK812_SmicGene25382 PE=4 SV=1,1.32E-09,GO:0003676,NA,NA,7.566108922,1.026115083,0.253668118,4.045108582,0.0000523,0.000284,TRUE
SymbC1.scaffold4576.4,tr|A0A1Q9EUH7|A0A1Q9EUH7_SYMMI;tr|A0A1Q9DCA6|A0A1Q9DCA6_SYMMI,description1:Uncharacterized protein OS=Symbiodinium microadriaticum GN=AK812_SmicGene5189 PE=4 SV=1//description2:Uncharacterized protein OS=Symbiodinium microadriaticum GN=AK812_SmicGene25382 PE=4 SV=1,1.41E-29,GO:0003676,NA,NA,18.55861173,1.157670169,0.177577923,6.519223504,7.07E-11,1.12E-09,TRUE
SymbC1.scaffold4578.2,sp|Q54PX0|Y4251_DICDI,Probable serine/threonine-protein kinase DDB_G0284251 OS=Dictyostelium discoideum GN=DDB_G0284251 PE=3 SV=1,5.89E-14,GO:0005524;GO:0046872;GO:0032147;GO:0031098;GO:0005575;GO:0016301;GO:0005737;GO:0016310;GO:0004674;GO:0000166;GO:0016740;GO:0006468;GO:0004672;GO:0007346;GO:0023014,NA,PF00069,41.3533257,0.409698465,0.121510705,3.371706767,0.000747,0.003003525,TRUE
SymbC1.scaffold4584.1,tr|A0A1Q9E6G0|A0A1Q9E6G0_SYMMI;tr|I7LX35|I7LX35_TETTS,description1:Uncharacterized protein OS=Symbiodinium microadriaticum GN=AK812_SmicGene14088 PE=4 SV=1//description2:Dpy-30 motif protein OS=Tetrahymena thermophila (strain SB210) GN=TTHERM_00474460 PE=4 SV=2,1.87E-51,GO:0006348;GO:0000781;GO:0048188;GO:0051568,NA,NA,50.05645957,-0.330161617,0.106954303,-3.086940951,0.002022278,0.007148139,TRUE
SymbC1.scaffold4586.1,tr|A0A1Q9DAT2|A0A1Q9DAT2_SYMMI;tr|A0A1Q9DIG0|A0A1Q9DIG0_SYMMI,description1:Uncharacterized protein OS=Symbiodinium microadriaticum GN=AK812_SmicGene25884 PE=4 SV=1//description2:Histone-lysine N-methyltransferase EHMT1 OS=Symbiodinium microadriaticum GN=Ehmt1 PE=4 SV=1,1.44E-24,GO:0032259;GO:0016740;GO:0008168,NA,NA,59.32801978,0.55176436,0.104621786,5.273895432,0.000000134,0.00000124,TRUE
SymbC1.scaffold459.2,tr|A0A1Q9C8W3|A0A1Q9C8W3_SYMMI;tr|A0A1Q9DPL6|A0A1Q9DPL6_SYMMI,description1:Uncharacterized protein OS=Symbiodinium microadriaticum GN=AK812_SmicGene40339 PE=4 SV=1//description2:Uncharacterized protein OS=Symbiodinium microadriaticum GN=AK812_SmicGene20596 PE=4 SV=1,1.73E-13,GO:0016021;GO:0016020,NA,NA,9.979968013,1.034075816,0.237238617,4.358800547,0.0000131,0.0000817,TRUE
SymbC1.scaffold459.5,tr|A0A1Q9DPA1|A0A1Q9DPA1_SYMMI,Peptidyl-prolyl cis-trans isomerase A OS=Symbiodinium microadriaticum GN=ppiA PE=4 SV=1,2.53E-154,GO:0008270;GO:0006457;GO:0016020;GO:0015074;GO:0003676;GO:0003755;GO:0016853;GO:0000413;GO:0016021,NA,NA,10.91086804,0.64616458,0.255490284,2.529116058,0.011435021,0.031837642,TRUE
SymbC1.scaffold459.7,tr|A0A1Q9DXH8|A0A1Q9DXH8_SYMMI,Uncharacterized protein OS=Symbiodinium microadriaticum GN=AK812_SmicGene17525 PE=4 SV=1,2.72E-44,GO:0016021;GO:0016020,NA,NA,77.46471452,-0.359594661,0.093567016,-3.843177594,0.000121,0.000602,TRUE
SymbC1.scaffold4590.3,sp|Q98KK0|BODG_RHILO,Probable gamma-butyrobetaine dioxygenase OS=Rhizobium loti (strain MAFF303099) GN=mll1440 PE=3 SV=1,3.38E-20,GO:0045329;GO:0005737;GO:0016491;GO:0051213;GO:0046872;GO:0055114;GO:0008336;GO:0005506,K00471,PF02668;PF06155,101.4157621,-0.766744729,0.082625453,-9.279764253,1.7E-20,8.69E-19,TRUE
SymbC1.scaffold4592.1,sp|Q0WRB2|P2C73_ARATH,Probable protein phosphatase 2C 73 OS=Arabidopsis thaliana GN=PPC6-7 PE=2 SV=1,8.87E-26,GO:0005886;GO:0003824;GO:0004721;GO:0046872;GO:0006470;GO:0045926;GO:0000226;GO:0009819;GO:0016787;GO:0004722,NA,PF00481,37.90722114,0.637552633,0.146277721,4.358508121,0.0000131,0.0000817,TRUE
SymbC1.scaffold4592.2,sp|F4I8X6|TAUE1_ARATH,Sulfite exporter TauE/SafE family protein 1 OS=Arabidopsis thaliana GN=At1g11540 PE=2 SV=2,6.98E-11,GO:0006810;GO:0016020;GO:0016021,NA,PF01925,15.89254245,-0.871187467,0.180436695,-4.828216721,0.00000138,0.0000106,TRUE
SymbC1.scaffold4594.3,sp|Q5BLE8|RETST_DANRE,"Putative all-trans-retinol 13,14-reductase OS=Danio rerio GN=retsat PE=2 SV=1",4.26E-43,GO:0051786;GO:0016020;GO:0055114;GO:0016491;GO:0005622;GO:0042572,K09516,NA,24.95294182,-0.642291364,0.162616884,-3.949721259,0.0000782,0.000408,TRUE
SymbC1.scaffold4594.5,sp|P0CT61|RL23B_SCHPO,60S ribosomal protein L23-B OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) GN=rpl2302 PE=3 SV=1,6.79E-63,GO:0022625;GO:0005739;GO:0002181;GO:0003735;GO:0070180;GO:0006412;GO:0005634;GO:0030529;GO:0005840,K02894,NA,114.4685424,-0.854264134,0.234499499,-3.642925196,0.00027,0.001226785,TRUE
SymbC1.scaffold4595.3,sp|Q2HJJ1|RM28_BOVIN,"39S ribosomal protein L28, mitochondrial OS=Bos taurus GN=MRPL28 PE=1 SV=1",4.66E-06,GO:0005739;GO:0003735;GO:0005761;GO:0005743;GO:0005762;GO:0070125;GO:0005840;GO:0030529;GO:0003723;GO:0070124;GO:0005829,K02902,NA,85.04859344,-0.285326109,0.103781775,-2.749289168,0.005972467,0.018182394,TRUE
SymbC1.scaffold4595.4,tr|A0A1Q9EGW0|A0A1Q9EGW0_SYMMI,Glucosylceramidase OS=Symbiodinium microadriaticum GN=GBA PE=4 SV=1,7.93E-12,GO:0006665;GO:0016021;GO:0003824;GO:0016539;GO:0004348;GO:0016020,NA,NA,12.35290796,-0.635697439,0.210902007,-3.014183919,0.002576715,0.008820572,TRUE
SymbC1.scaffold4597.1,tr|A0A1Q9CYR6|A0A1Q9CYR6_SYMMI,Uncharacterized protein OS=Symbiodinium microadriaticum GN=AK812_SmicGene30609 PE=4 SV=1,5.49E-15,GO:0008080,NA,NA,8.664261977,1.844310623,0.371478069,4.964790051,0.000000688,0.00000564,TRUE
SymbC1.scaffold4598.4,tr|A0A1Q9CFC7|A0A1Q9CFC7_SYMMI,Uncharacterized protein OS=Symbiodinium microadriaticum GN=AK812_SmicGene37809 PE=4 SV=1,2.65E-116,NA,NA,NA,65.64320617,-0.362836612,0.103383061,-3.509633087,0.000449,0.001926093,TRUE
SymbC1.scaffold46.1,tr|A0A1Q9CD96|A0A1Q9CD96_SYMMI,Cyclin-dependent kinase inhibitor 3 OS=Symbiodinium microadriaticum GN=Cdkn3 PE=4 SV=1,4.23E-37,GO:0008138;GO:0016310;GO:0016301;GO:0016311;GO:0016791;GO:0006470,NA,NA,3.455469662,-1.028921258,0.430075171,-2.392421901,0.01673759,0.043883034,TRUE
SymbC1.scaffold460.3,sp|Q9JM83|CALM4_MOUSE,Calmodulin-4 OS=Mus musculus GN=Calm4 PE=2 SV=2,3.52E-09,GO:0005509;GO:0046872;GO:0070062;GO:1990830,K02183,PF13499;PF13833,15.3610759,1.527398445,0.196461007,7.774562851,7.57E-15,2.09E-13,TRUE
SymbC1.scaffold460.6,sp|Q9SSB5|PRS7A_ARATH,26S protease regulatory subunit 7 homolog A OS=Arabidopsis thaliana GN=RPT1A PE=1 SV=1,0,GO:0005829;GO:0005524;GO:0005634;GO:0031595;GO:0005886;GO:0030163;GO:0036402;GO:0030433;GO:0000166;GO:0000502;GO:1901800;GO:0017025;GO:0005737;GO:0045899;GO:0016787;GO:0031597,K03061,PF00004,141.7603785,-0.230940398,0.066555015,-3.469917302,0.000521,0.002189564,TRUE
SymbC1.scaffold460.8,sp|Q9EQ60|CAC1H_RAT,Voltage-dependent T-type calcium channel subunit alpha-1H OS=Rattus norvegicus GN=Cacna1h PE=2 SV=2,0.000000025,GO:0005891;GO:0060078;GO:0070509;GO:0034651;GO:0034765;GO:0032342;GO:0086010;GO:0045956;GO:0008332;GO:0005245;GO:0005634;GO:0005886;GO:0019228;GO:0055085;GO:0035725;GO:0005244;GO:0016021;GO:0046872;GO:0006816;GO:0070588;GO:0030425;GO:0019233;GO:0005262;GO:0005737;GO:0043204;GO:0005216;GO:0005248;GO:0006810;GO:0006811;GO:0016020,K04855,PF00520,43.95018717,0.713356448,0.116784307,6.108324545,1.01E-09,1.35E-08,TRUE
SymbC1.scaffold4600.1,tr|A0A1Q9D1F6|A0A1Q9D1F6_SYMMI,Calcium-binding protein 8 OS=Symbiodinium microadriaticum GN=Caln1 PE=4 SV=1,1.67E-47,GO:0016020;GO:0005509;GO:0016021,NA,NA,24.32469895,-1.733380056,0.268609912,-6.453150001,1.1E-10,1.69E-09,TRUE
SymbC1.scaffold4602.1,tr|A0A1Q9EHV4|A0A1Q9EHV4_SYMMI,Uncharacterized protein OS=Symbiodinium microadriaticum GN=AK812_SmicGene9625 PE=4 SV=1,2.3E-62,NA,NA,PF02469,25.76652037,0.662180178,0.147515286,4.48889195,0.00000716,0.0000475,TRUE
SymbC1.scaffold4604.2,sp|A7RWD2|CIAO1_NEMVE,Probable cytosolic iron-sulfur protein assembly protein CIAO1 homolog OS=Nematostella vectensis GN=v1g226592 PE=3 SV=1,2.78E-71,GO:0097361;GO:0016226,NA,PF00400,32.28654999,0.327100697,0.117807954,2.776558681,0.005493772,0.016949132,TRUE
SymbC1.scaffold4604.3,sp|Q68EI3|CBPC5_DANRE,Cytosolic carboxypeptidase-like protein 5 OS=Danio rerio GN=agbl5 PE=2 SV=1,1.26E-28,GO:0004180;GO:0060271;GO:0051607;GO:0043009;GO:0005829;GO:0005634;GO:0008233;GO:0005856;GO:0008270;GO:0006508;GO:0035611;GO:0046872;GO:0072686;GO:0005737;GO:0015631;GO:0035608;GO:0030496;GO:0008237;GO:0016787;GO:0005819;GO:0004181,NA,PF00246,22.92087443,0.921923093,0.170116345,5.419368101,5.98E-08,0.000000595,TRUE
SymbC1.scaffold4608.2,tr|A0A1Q9E101|A0A1Q9E101_SYMMI,tRNA:m(4)X modification enzyme TRM13 OS=Symbiodinium microadriaticum GN=TRM13 PE=4 SV=1,5.37E-45,GO:0008168;GO:0016021;GO:0032259;GO:0016020;GO:0008033,NA,NA,17.89056547,0.792547803,0.214124221,3.701345883,0.000214,0.001002226,TRUE
SymbC1.scaffold4609.2,sp|P94459|PPSD_BACSU,Plipastatin synthase subunit D OS=Bacillus subtilis (strain 168) GN=ppsD PE=1 SV=2,1.78E-19,GO:0008152;GO:0003824;GO:0031177;GO:0016740;GO:0017000;GO:0006355,K15667,PF02214;PF00501,6.274504021,0.677365609,0.286390302,2.365183475,0.018021141,0.046593726,TRUE
SymbC1.scaffold461.1,sp|O22609|DEGP1_ARATH,"Protease Do-like 1, chloroplastic OS=Arabidopsis thaliana GN=DEGP1 PE=1 SV=2",4.26E-71,GO:0016787;GO:0009507;GO:0016020;GO:0009535;GO:0004252;GO:0008236;GO:0031977;GO:0009735;GO:0010206;GO:0006508;GO:0030163;GO:0005515;GO:0009534;GO:0009536;GO:0009579;GO:0008233;GO:0005634,NA,PF13180;PF13365,36.53063927,0.421029502,0.133565636,3.152229226,0.00162029,0.005899758,TRUE
SymbC1.scaffold461.6,sp|O59712|YBH4_SCHPO,Uncharacterized transporter C3B8.04c OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) GN=SPBC3B8.04c PE=3 SV=1,9.01E-62,GO:0005215;GO:0005315;GO:0006797;GO:0016021;GO:0006817;GO:0005789;GO:0098656;GO:0055085;GO:0006814;GO:0016020;GO:0006810;GO:0005783;GO:0035725;GO:0022857,K14430,PF00939,68.73372884,-0.267749444,0.107660324,-2.486983449,0.012883139,0.035193297,TRUE
SymbC1.scaffold461.7,tr|A0A1Q9CTX6|A0A1Q9CTX6_SYMMI,Uncharacterized protein OS=Symbiodinium microadriaticum GN=AK812_SmicGene32552 PE=4 SV=1,1.47E-92,GO:0016021;GO:0006281;GO:0006974;GO:0016020,NA,NA,46.33459514,0.642252229,0.161504391,3.976685868,0.0000699,0.000369,TRUE
SymbC1.scaffold461.8,tr|A0A1Q9CTX6|A0A1Q9CTX6_SYMMI,Uncharacterized protein OS=Symbiodinium microadriaticum GN=AK812_SmicGene32552 PE=4 SV=1,7.27E-46,GO:0006281;GO:0016021;GO:0016020;GO:0006974,NA,NA,66.25650292,-0.336880924,0.098313795,-3.426588564,0.000611,0.002518372,TRUE
SymbC1.scaffold4611.2,sp|Q84K11|PPP5_SOLLC,Serine/threonine-protein phosphatase 5 OS=Solanum lycopersicum GN=PP5 PE=1 SV=1,3.25E-08,GO:0016021;GO:0004721;GO:0046872;GO:0016607;GO:0005737;GO:0005634;GO:0005789;GO:0016787;GO:0005654;GO:0031965;GO:0016020;GO:0006470;GO:0005783,K04460,NA,1.695695001,-1.681768397,0.645964271,-2.603500645,0.009227709,0.026498428,TRUE
SymbC1.scaffold4613.2,sp|Q502K3|ANR52_DANRE,Serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit C OS=Danio rerio GN=ankrd52 PE=2 SV=1,2.25E-19,GO:0005575;GO:0008150;GO:0003674,K15504,PF12796,71.78507644,-0.380416375,0.099501862,-3.823208589,0.000132,0.000648,TRUE
SymbC1.scaffold4613.3,sp|Q6DBP3|PT505_ARATH,Probable sugar phosphate/phosphate translocator At5g05820 OS=Arabidopsis thaliana GN=At5g05820 PE=2 SV=1,3.38E-08,GO:0005794;GO:0016020;GO:0006810;GO:0016021;GO:0008643,NA,NA,31.69661997,0.766889994,0.131463411,5.83348621,5.43E-09,6.44E-08,TRUE
SymbC1.scaffold4615.2,sp|O30409|TYCC_BREPA,Tyrocidine synthase 3 OS=Brevibacillus parabrevis GN=tycC PE=1 SV=1,2.9E-45,GO:0003824;GO:0008152;GO:0009058;GO:0016788;GO:0016874;GO:0017000;GO:0031177,NA,PF00501;PF12796,13.86614476,1.168787166,0.277947729,4.205061036,0.0000261,0.000152,TRUE
SymbC1.scaffold4616.3,sp|P43490|NAMPT_HUMAN,Nicotinamide phosphoribosyltransferase OS=Homo sapiens GN=NAMPT PE=1 SV=1,3.34E-112,GO:0008284;GO:0005125;GO:0032922;GO:0005576;GO:0007623;GO:0016757;GO:0034356;GO:0016740;GO:0014070;GO:0007267;GO:0005515;GO:0016607;GO:0004514;GO:0005634;GO:0005615;GO:0051770;GO:0007565;GO:0005829;GO:0070062;GO:0008144;GO:0030054;GO:0047280;GO:0042803;GO:0009435;GO:0048511;GO:0048661;GO:0045944;GO:0005737;GO:0019363;GO:0007165,K03462,PF04095,78.72350386,-0.623800229,0.127657928,-4.886498141,0.00000103,0.0000081,TRUE
SymbC1.scaffold4617.1,sp|Q9ZCN4|Y689_RICPR,Uncharacterized protein RP689 OS=Rickettsia prowazekii (strain Madrid E) GN=RP689 PE=3 SV=1,4.13E-16,GO:0016021;GO:0016740;GO:0016020,NA,PF04991,6.700685895,-0.858157774,0.282919213,-3.033225503,0.002419547,0.008345005,TRUE
SymbC1.scaffold4617.10,sp|Q92615|LAR4B_HUMAN,La-related protein 4B OS=Homo sapiens GN=LARP4B PE=1 SV=3,4.78E-19,GO:0003676;GO:0005515;GO:0005730;GO:0010494;GO:0016020;GO:0006417;GO:0005829;GO:0042788;GO:0045727;GO:0003723;GO:0005737,K18763,NA,29.33798438,0.797092894,0.14473121,5.507401563,3.64E-08,0.000000376,TRUE
SymbC1.scaffold4617.9,sp|Q2KIA6|PRPF3_BOVIN,U4/U6 small nuclear ribonucleoprotein Prp3 OS=Bos taurus GN=PRPF3 PE=2 SV=1,1.41E-59,GO:0016607;GO:0005634;GO:0005681;GO:0006397;GO:0000398;GO:0000244;GO:0008380;GO:0046540,K12843,PF06544;PF08572,161.2515495,-0.260490586,0.084321622,-3.089250184,0.002006624,0.007100892,TRUE
SymbC1.scaffold4618.1,tr|A0A1Q9ERR1|A0A1Q9ERR1_SYMMI,Uncharacterized protein OS=Symbiodinium microadriaticum GN=AK812_SmicGene6208 PE=4 SV=1,1.34E-17,GO:0046872;GO:0051087;GO:0032781;GO:0001671;GO:0000166,NA,NA,29.86696868,-0.349255166,0.144212067,-2.421816515,0.015443146,0.0410007,TRUE
SymbC1.scaffold462.12,tr|A0A1Q9EPK8|A0A1Q9EPK8_SYMMI,Peptidylprolyl isomerase OS=Symbiodinium microadriaticum GN=SUT5 PE=4 SV=1,1.58E-20,GO:0016853;GO:0016021;GO:0000413;GO:0003755;GO:0016020,NA,NA,5.642333575,0.723060899,0.296769958,2.436435625,0.014832809,0.039651038,TRUE
SymbC1.scaffold462.9,tr|A0A1Q9C2T0|A0A1Q9C2T0_SYMMI,Uncharacterized protein OS=Symbiodinium microadriaticum GN=AK812_SmicGene42740 PE=4 SV=1,8.76E-99,NA,NA,NA,162.5851908,0.569718012,0.090399265,6.302241623,2.93E-10,4.23E-09,TRUE
SymbC1.scaffold4622.1,sp|C9D7R3|VMPA3_LOXIN,Astacin-like metalloprotease toxin 3 OS=Loxosceles intermedia PE=2 SV=1,1.80E-13,GO:0046872;GO:0008233;GO:0008270;GO:0004222;GO:0006508;GO:0016787;GO:0008237;GO:0005576,NA,PF01400,40.02107922,0.413584134,0.168774293,2.450516173,0.014265155,0.038362168,TRUE
SymbC1.scaffold4622.2,tr|A0A1Q9E1G7|A0A1Q9E1G7_SYMMI,Uncharacterized protein OS=Symbiodinium microadriaticum GN=AK812_SmicGene16003 PE=4 SV=1,3.09E-118,GO:0016020;GO:0016021,NA,PF05704,115.0386102,-0.287224365,0.087745209,-3.273390841,0.001062654,0.004075401,TRUE
SymbC1.scaffold4622.5,tr|A0A1Q9E9I8|A0A1Q9E9I8_SYMMI,Copia protein OS=Symbiodinium microadriaticum GN=GIP PE=3 SV=1,0.00E+00,GO:0003676;GO:0015074;GO:0016021;GO:0016020,NA,NA,180.1902888,0.698656748,0.106356832,6.568987941,5.07E-11,8.25E-10,TRUE
SymbC1.scaffold4624.1,tr|A0A1Q9DNA5|A0A1Q9DNA5_SYMMI,Uncharacterized protein OS=Symbiodinium microadriaticum GN=AK812_SmicGene21089 PE=4 SV=1,1.69E-44,NA,NA,NA,23.96626269,-0.466655411,0.151936785,-3.071378744,0.002130727,0.007470362,TRUE
SymbC1.scaffold4624.2,tr|A0A1Q9DVQ4|A0A1Q9DVQ4_SYMMI,Ankycorbin OS=Symbiodinium microadriaticum GN=Rai14 PE=4 SV=1,4.3E-72,GO:0005216;GO:0005509;GO:0006811;GO:0034220;GO:0016021;GO:0055085;GO:0016020,NA,NA,2.934257354,-0.964480712,0.3996698,-2.413193872,0.015813406,0.041845615,TRUE
SymbC1.scaffold4624.3,tr|A0A1Q9CKF2|A0A1Q9CKF2_SYMMI,Uncharacterized protein OS=Symbiodinium microadriaticum GN=AK812_SmicGene35851 PE=4 SV=1,6.81E-61,NA,NA,NA,71.82421384,-0.388534736,0.084876649,-4.577639926,0.0000047,0.0000324,TRUE
SymbC1.scaffold4627.6,sp|Q14CH1|MOCOS_MOUSE,Molybdenum cofactor sulfurase OS=Mus musculus GN=Mocos PE=1 SV=1,2.81E-32,GO:0006777;GO:0030151;GO:0008265;GO:0016740;GO:0043545;GO:0030170;GO:0003824;GO:0005575;GO:0102867,K15631,PF03476,16.93870351,0.728025175,0.182145189,3.996949794,0.0000642,0.000342,TRUE
SymbC1.scaffold4628.1,tr|A0A1Q9C3V1|A0A1Q9C3V1_SYMMI;tr|A0A1Q9DUX6|A0A1Q9DUX6_SYMMI,description1:Uncharacterized protein (Fragment) OS=Symbiodinium microadriaticum GN=AK812_SmicGene42333 PE=4 SV=1//description2:Uncharacterized protein OS=Symbiodinium microadriaticum GN=AK812_SmicGene18493 PE=4 SV=1,2.34E-18,GO:0046872,NA,NA,6.493236666,2.848552464,0.367823713,7.744341553,9.61E-15,2.6E-13,TRUE
SymbC1.scaffold4628.3,tr|A0A1Q9DWM2|A0A1Q9DWM2_SYMMI,"Iron sulfur cluster assembly protein 1, mitochondrial OS=Symbiodinium microadriaticum GN=ISU1 PE=4 SV=1",1.9E-72,GO:0008270;GO:0005506;GO:0016226;GO:0015074;GO:0003676;GO:0051536,NA,NA,1.37786865,1.501942867,0.546442036,2.748585887,0.005985295,0.018209566,TRUE
SymbC1.scaffold4629.1,tr|A0A1Q9EZ15|A0A1Q9EZ15_SYMMI,Uncharacterized protein OS=Symbiodinium microadriaticum GN=AK812_SmicGene3458 PE=4 SV=1,2.21E-130,GO:0005216;GO:0003676;GO:0016020;GO:0016021;GO:0034220;GO:0006811;GO:0005509;GO:0055085,NA,NA,43.3223048,0.323112464,0.119968634,2.693307846,0.007074691,0.02104635,TRUE
SymbC1.scaffold463.1,tr|A0A1Q9E4G7|A0A1Q9E4G7_SYMMI,Transmembrane protein 144 OS=Symbiodinium microadriaticum GN=TMEM144 PE=4 SV=1,8.06E-34,GO:0034219;GO:0016021;GO:0016020;GO:0015144,NA,PF07857,35.90718474,0.442848968,0.168757573,2.624172416,0.00868598,0.025175206,TRUE
SymbC1.scaffold463.11,tr|A0A1Q9ENI9|A0A1Q9ENI9_SYMMI;tr|A0A1Q9EJ90|A0A1Q9EJ90_SYMMI,description1:Uncharacterized protein OS=Symbiodinium microadriaticum GN=AK812_SmicGene7489 PE=4 SV=1//description2:Uncharacterized protein OS=Symbiodinium microadriaticum GN=AK812_SmicGene9125 PE=4 SV=1,1.72E-59,GO:0016021;GO:0016020,NA,NA,89.07045262,-0.409066581,0.104879087,-3.900363679,0.000096,0.000489,TRUE
SymbC1.scaffold463.15,tr|A0A1Q9EKF7|A0A1Q9EKF7_SYMMI;tr|A0A1Q9EV84|A0A1Q9EV84_SYMMI,description1:Uncharacterized protein OS=Symbiodinium microadriaticum GN=AK812_SmicGene8610 PE=4 SV=1//description2:NADPH-dependent diflavin oxidoreductase 1 OS=Symbiodinium microadriaticum GN=ndor1 PE=4 SV=1,1.60E-10,GO:0055114;GO:0005524;GO:0016491;GO:0016021;GO:0005634;GO:0000166;GO:0004386;GO:0003676;GO:0010181;GO:0016787;GO:0016020,NA,PF13637,38.54587714,-0.660823015,0.126120018,-5.239636208,0.000000161,0.00000148,TRUE
SymbC1.scaffold463.2,sp|Q8KSC8|RDPA_SPHHM,(R)-phenoxypropionate/alpha-ketoglutarate-dioxygenase OS=Sphingobium herbicidovorans (strain ATCC 700291 / DSM 11019 / NBRC 16415 / MH) GN=rdpA PE=1 SV=2,0.00000101,GO:0019439;GO:0046872;GO:0016491;GO:0051213;GO:0055114,NA,PF02668,54.99110362,1.433696874,0.111492009,12.85918956,7.64E-38,1.68E-35,TRUE
SymbC1.scaffold463.5,sp|Q8NSH9|PRPD1_CORGL,2-methylcitrate dehydratase 1 OS=Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025) GN=prpD1 PE=3 SV=1,7.58E-20,GO:0047547;GO:0016829,K01720,PF03972,123.2570304,1.118743445,0.106594759,10.49529505,9.08E-26,7.82E-24,TRUE
SymbC1.scaffold463.6,sp|A1U0K1|GLGB_MARHV,"1,4-alpha-glucan branching enzyme GlgB OS=Marinobacter hydrocarbonoclasticus (strain ATCC 700491 / DSM 11845 / VT8) GN=glgB PE=3 SV=1",4.30E-111,GO:0005978;GO:0016757;GO:0005977;GO:0003844;GO:0005975;GO:0016740;GO:0003824;GO:0004553;GO:0043169,K00700,PF00128;PF02922,109.0594413,1.384988803,0.137575864,10.06709144,7.72E-24,5.48E-22,TRUE
SymbC1.scaffold463.7,sp|P40137|CYAA_STIAU,Adenylate cyclase 1 OS=Stigmatella aurantiaca GN=cyaA PE=1 SV=3,4.83E-20,GO:0005622;GO:0005886;GO:0016021;GO:0005524;GO:0046872;GO:0016829;GO:0016849;GO:0016020;GO:0006171;GO:0009190;GO:0035556;GO:0000166;GO:0004016,NA,PF00211;PF04969,113.1193368,0.713184265,0.105958548,6.730785552,1.69E-11,2.94E-10,TRUE
